日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量(股),成交金额(元),涨跌,涨跌幅(%)
1990/12/19,N/A,96.05,99.98,95.79,99.98,126000,494311,N/A,N/A
1990/12/20,99.98,104.3,104.39,99.98,104.39,19700,84992,4.41,4.4109
1990/12/21,104.39,109.07,109.13,103.73,109.13,2800,16096,4.74,4.5407
1990/12/24,109.13,113.57,114.55,109.13,114.55,3200,31063,5.42,4.9666
1990/12/25,114.55,120.09,120.25,114.55,120.25,1500,6510,5.7,4.976
1990/12/26,120.25,125.27,125.27,120.25,125.27,10000,53730,5.02,4.1746
1990/12/27,125.27,125.27,125.28,125.27,125.28,6600,104644,0.01,0.008
1990/12/28,125.28,126.39,126.45,125.28,126.45,10800,88031,1.17,0.9339
1990/12/31,126.45,126.56,127.61,126.48,127.61,7800,60030,1.16,0.9174
1991/1/2,127.61,127.61,128.84,127.61,128.84,9100,59098,1.23,0.9639
1991/1/3,128.84,128.84,130.14,128.84,130.14,14100,93918,1.3,1.009
1991/1/4,130.14,131.27,131.44,130.14,131.44,42000,261904,1.3,0.9989
1991/1/7,131.44,131.99,132.06,131.45,132.06,21700,141737,0.62,0.4717
1991/1/8,132.06,132.62,132.68,132.06,132.68,292600,1806867,0.62,0.4695
1991/1/9,132.68,133.3,133.34,132.68,133.34,560300,3228719,0.66,0.4974
1991/1/10,133.34,133.93,133.97,133.34,133.97,999000,5399457,0.63,0.4725
1991/1/11,133.97,134.61,134.61,134.51,134.6,1332700,7115732,0.63,0.4703
1991/1/14,134.6,134.11,135.19,134.11,134.67,1253000,6883604,0.07,0.052
1991/1/15,134.67,134.21,134.74,134.19,134.74,144600,1010364,0.07,0.052
1991/1/16,134.74,134.19,134.74,134.14,134.24,50900,270133,-0.5,-0.3711
1991/1/17,134.24,133.67,134.25,133.65,134.25,65800,334238,0.01,0.0074
1991/1/18,134.25,133.7,134.25,133.67,134.24,300400,1570833,-0.01,-0.0074
1991/1/21,134.24,133.7,134.24,133.66,134.24,205100,1029305,0,0
1991/1/22,134.24,133.72,134.24,133.66,133.72,35400,180787,-0.52,-0.3874
1991/1/23,133.72,133.17,133.72,133.14,133.17,109500,575928,-0.55,-0.4113
1991/1/24,133.17,132.61,133.17,132.57,132.61,185700,917392,-0.56,-0.4205
1991/1/25,132.61,132.05,132.07,132.03,132.05,344700,1722246,-0.56,-0.4223
1991/1/28,132.05,131.46,131.55,131.46,131.46,510700,2565573,-0.59,-0.4468
1991/1/29,131.46,130.95,130.97,130.95,130.95,138700,710741,-0.51,-0.388
1991/1/30,130.95,130.44,130.95,130.41,130.44,52700,260701,-0.51,-0.3895
1991/1/31,130.44,129.93,130.46,129.93,129.97,51000,244662,-0.47,-0.3603
1991/2/1,129.97,129.5,129.97,129.45,129.51,34500,140871,-0.46,-0.3539
1991/2/4,129.51,129.05,129.58,129.05,129.05,55300,273652,-0.46,-0.3552
1991/2/5,129.05,128.56,128.58,128.53,128.58,856200,4250084,-0.47,-0.3642
1991/2/6,128.58,129.13,129.15,128.06,129.14,664100,3847268,0.56,0.4355
1991/2/7,129.14,129.74,129.79,129.14,129.79,213300,1504814,0.65,0.5033
1991/2/8,129.79,130.36,130.39,129.79,130.38,123400,879868,0.59,0.4546
1991/2/11,130.38,130.92,130.97,130.39,130.97,931700,4834876,0.59,0.4525
1991/2/12,130.97,131.54,131.56,130.97,131.35,377400,1986983,0.38,0.2901
1991/2/13,131.35,131.93,131.93,131.35,131.92,115200,673738,0.57,0.434
1991/2/14,131.92,132.53,132.53,132.3,132.53,362400,1883072,0.61,0.4624
1991/2/19,132.53,133.12,133.14,133.08,133.13,174800,1216176,0.6,0.4527
1991/2/20,133.13,133.63,133.67,133.13,133.67,87600,520724,0.54,0.4056
1991/2/21,133.67,134.24,134.28,133.67,134.28,322000,1771726,0.61,0.4563
1991/2/22,134.28,134.85,134.87,134.28,134.87,342700,2003776,0.59,0.4394
1991/2/25,134.87,134.37,134.87,134.33,134.4,81000,621015,-0.47,-0.3485
1991/2/26,134.4,133.9,134.44,133.9,133.93,109400,2545711,-0.47,-0.3497
1991/2/27,133.93,133.44,133.98,133.44,133.47,21400,141958,-0.46,-0.3435
1991/2/28,133.47,132.99,133.52,132.98,133.01,225800,1187974,-0.46,-0.3446
1991/3/1,133.01,132.53,132.53,132.47,132.53,712400,3777320,-0.48,-0.3609
1991/3/4,132.53,132.09,132.09,131.98,131.99,251800,1418017,-0.54,-0.4075
1991/3/5,131.99,131.42,131.99,131.41,131.46,98200,934706,-0.53,-0.4015
1991/3/6,131.46,130.89,130.95,130.89,130.94,71900,1345390,-0.52,-0.3956
1991/3/7,130.94,130.41,130.94,130.41,130.41,56800,427475,-0.53,-0.4048
1991/3/8,130.41,129.84,130.41,129.84,129.89,93300,541770,-0.52,-0.3987
1991/3/11,129.89,129.3,129.89,129.3,129.31,51400,299524,-0.58,-0.4465
1991/3/12,129.31,128.73,129.31,128.73,128.77,95700,783099,-0.54,-0.4176
1991/3/13,128.77,126.13,128.77,126.13,126.15,49800,418280,-2.62,-2.0346
1991/3/14,126.15,125.61,126.15,125.61,125.63,32600,242557,-0.52,-0.4122
1991/3/15,125.63,125.08,125.62,125.08,125.17,79000,403520,-0.46,-0.3662
1991/3/18,125.17,124.7,125.17,124.69,124.71,125000,1210411,-0.46,-0.3675
1991/3/19,124.71,124.23,124.71,124.22,124.22,89200,682933,-0.49,-0.3929
1991/3/20,124.22,123.66,124.21,123.63,123.66,67800,433147,-0.56,-0.4508
1991/3/21,123.66,123.14,123.66,123.12,123.12,15100,131064,-0.54,-0.4367
1991/3/22,123.12,122.62,123.12,122.62,122.62,20700,120129,-0.5,-0.4061
1991/3/25,122.62,122.12,122.62,122.1,122.12,44300,324176,-0.5,-0.4078
1991/3/26,122.12,121.62,122.14,121.62,121.62,116400,709040,-0.5,-0.4094
1991/3/27,121.62,121.12,121.64,121.12,121.12,66800,366005,-0.5,-0.4111
1991/3/28,121.12,120.65,121.15,120.61,120.61,96100,505657,-0.51,-0.4211
1991/3/29,120.61,120.16,120.61,120.11,120.19,218500,2186180,-0.42,-0.3482
1991/4/1,120.19,120.69,120.73,119.68,120.73,1199900,5666672,0.54,0.4493
1991/4/2,120.73,121.21,121.29,120.73,121.21,81600,387611,0.48,0.3976
1991/4/3,121.21,121.71,121.71,121.21,121.71,206300,977171,0.5,0.4125
1991/4/4,121.71,122.2,122.2,121.24,121.72,1051700,5045893,0.01,0.0082
1991/4/5,121.72,121.07,121.73,121.03,121.54,1158900,6035557,-0.18,-0.1479
1991/4/8,121.54,121.11,121.11,121.05,121.09,186200,1675834,-0.45,-0.3702
1991/4/9,121.09,120.6,121.1,120.6,120.62,32000,297122,-0.47,-0.3881
1991/4/10,120.62,120.15,120.62,120.09,120.16,46600,281235,-0.46,-0.3814
1991/4/11,120.16,119.64,120.16,119.62,119.64,23900,576817,-0.52,-0.4328
1991/4/12,119.64,119.2,119.65,119.15,119.21,39900,301333,-0.43,-0.3594
1991/4/15,119.21,118.73,119.22,118.72,118.77,30100,386981,-0.44,-0.3691
1991/4/16,118.77,118.36,118.77,118.34,118.34,10500,177216,-0.43,-0.362
1991/4/17,118.34,117.92,118.34,117.89,117.9,20100,259495,-0.44,-0.3718
1991/4/18,117.9,117.45,117.93,117.45,117.45,17800,133927,-0.45,-0.3817
1991/4/19,117.45,117.08,117.5,117.05,117.08,64600,424675,-0.37,-0.315
1991/4/22,117.08,116.63,117.08,116.58,116.63,43000,321322,-0.45,-0.3844
1991/4/23,116.63,116.21,116.63,116.15,116.19,28200,264379,-0.44,-0.3773
1991/4/24,116.19,115.7,116.19,115.7,115.79,14800,121786,-0.4,-0.3443
1991/4/25,115.79,115.38,115.79,115.33,115.36,149500,998928,-0.43,-0.3714
1991/4/26,115.36,116.31,116.31,114.52,115.56,1335400,5806770,0.2,0.1734
1991/4/29,115.56,114.86,116.29,114.75,114.75,841100,3610730,-0.81,-0.7009
1991/4/30,114.75,113.89,114.87,113.89,113.94,485000,2734172,-0.81,-0.7059
1991/5/2,113.94,113.04,113.2,113.03,113.16,146500,1124048,-0.78,-0.6846
1991/5/3,113.16,112.46,113.17,112.3,112.41,423000,2386862,-0.75,-0.6628
1991/5/6,112.41,111.65,112.41,111.57,111.61,276400,1423590,-0.8,-0.7117
1991/5/7,111.61,110.8,110.9,110.8,110.82,187500,907005,-0.79,-0.7078
1991/5/8,110.82,110.16,110.82,110,110.03,42300,375190,-0.79,-0.7129
1991/5/9,110.03,109.36,110.12,109.29,109.29,226600,1215566,-0.74,-0.6725
1991/5/10,109.29,108.61,109.4,108.53,108.53,24900,313181,-0.76,-0.6954
1991/5/13,108.53,107.88,107.88,107.74,107.84,23500,182296,-0.69,-0.6358
1991/5/14,107.84,107.21,107.84,107.06,107.19,26700,185380,-0.65,-0.6027
1991/5/15,107.19,106.56,106.6,106.42,106.57,39000,307736,-0.62,-0.5784
1991/5/16,106.57,105.83,105.86,105.69,105.77,310800,1445855,-0.8,-0.7507
1991/5/17,105.77,105.12,106.75,104.96,106.75,2019200,7633140,0.98,0.9265
1991/5/20,106.75,107.76,107.82,106.71,107.82,86300,924212,1.07,1.0023
1991/5/21,107.82,108.89,108.89,108.62,108.81,77100,1309557,0.99,0.9182
1991/5/22,108.81,109.71,109.82,108.11,108.25,1867700,7967008,-0.56,-0.5147
1991/5/23,108.25,107.52,109.16,107.35,109.08,560900,2770507,0.83,0.7667
1991/5/24,109.08,110.07,110.08,109.82,110.08,102400,661006,1,0.9168
1991/5/27,110.08,111.05,111.07,109.47,110.66,861900,3827789,0.58,0.5269
1991/5/28,110.66,111.61,111.68,111.36,111.68,163000,970461,1.02,0.9217
1991/5/29,111.68,112.75,112.75,111.67,112.75,53000,1320629,1.07,0.9581
1991/5/30,112.75,113.74,113.82,112.77,113.82,38800,753456,1.07,0.949
1991/5/31,113.82,114.83,114.83,113.84,114.83,121100,1470487,1.01,0.8874
1991/6/3,114.83,115.9,115.97,114.89,115.97,95400,1643078,1.14,0.9928
1991/6/4,115.97,117.12,117.12,116.83,117.12,360300,2018633,1.15,0.9916
1991/6/5,117.12,118.17,118.17,117.14,118.17,30800,279283,1.05,0.8965
1991/6/6,118.17,119.26,119.35,118.17,119.35,26600,160508,1.18,0.9986
1991/6/7,119.35,120.46,120.47,119.35,120.47,10000,83206,1.12,0.9384
1991/6/10,120.47,121.65,121.67,120.47,121.67,40000,458929,1.2,0.9961
1991/6/11,121.67,122.89,122.89,121.67,122.89,54300,375012,1.22,1.0027
1991/6/12,122.89,123.9,124.11,122.89,124.11,137200,735371,1.22,0.9928
1991/6/13,124.11,125.33,125.34,123.65,125.34,2086800,11563763,1.23,0.9911
1991/6/14,125.34,124.47,126.34,124.47,124.53,663300,3541098,-0.81,-0.6462
1991/6/17,124.53,125.63,125.77,123.54,125.77,693300,4056679,1.24,0.9957
1991/6/18,125.77,127.03,127.03,126.67,127.03,203000,1015149,1.26,1.0018
1991/6/19,127.03,128.12,128.29,127.03,128.29,148100,744123,1.26,0.9919
1991/6/20,128.29,129.55,129.57,129.21,129.57,229900,1321261,1.28,0.9977
1991/6/21,129.57,130.72,130.86,128.81,130.86,1361300,7746480,1.29,0.9956
1991/6/24,130.86,132.1,132.17,131.8,132.17,196000,1657788,1.31,1.0011
1991/6/25,132.17,133.48,133.49,132.17,133.49,162400,1296047,1.32,0.9987
1991/6/26,133.49,134.83,134.83,133.49,134.83,340900,2149983,1.34,1.0038
1991/6/27,134.83,136.04,136.19,134.83,136.19,449700,2521206,1.36,1.0087
1991/6/28,136.19,137.41,137.56,136.19,137.56,493500,3032950,1.37,1.0059
1991/7/1,137.56,136.64,138.62,136.56,136.85,2294000,12469884,-0.71,-0.5161
1991/7/2,136.85,135.91,135.96,135.69,135.96,283800,3794100,-0.89,-0.6503
1991/7/3,135.96,135.28,135.96,134.98,135.27,271500,1818504,-0.69,-0.5075
1991/7/4,135.27,136.63,136.63,134.19,136.63,1339400,8095138,1.36,1.0054
1991/7/5,136.63,136.01,137.68,135.9,135.96,1454000,9394861,-0.67,-0.4904
1991/7/8,135.96,135.26,135.28,134.93,135.28,587400,2925933,-0.68,-0.5001
1991/7/9,135.28,136.56,136.57,134.31,134.64,844200,4174836,-0.64,-0.4731
1991/7/10,134.64,134.4,135.6,133.72,133.99,602300,2894591,-0.65,-0.4828
1991/7/11,133.99,133.22,133.99,133.13,133.38,507300,2417896,-0.61,-0.4553
1991/7/12,133.38,132.8,133.38,132.42,132.8,314400,1484090,-0.58,-0.4348
1991/7/15,132.8,133.9,134.1,131.87,133.14,1193800,5534900,0.34,0.256
1991/7/16,133.14,134.39,134.47,133.14,134.47,279600,1328502,1.33,0.9989
1991/7/17,134.47,135.81,135.81,135.39,135.81,66000,397524,1.34,0.9965
1991/7/18,135.81,137.17,137.17,135.81,137.17,84700,464416,1.36,1.0014
1991/7/19,137.17,137.66,138.54,136.66,136.7,1082300,5242826,-0.47,-0.3426
1991/7/22,136.7,138.07,138.07,136.7,138.07,276400,1423205,1.37,1.0022
1991/7/23,138.07,139.35,139.39,138.07,139.39,724100,3548584,1.32,0.956
1991/7/24,139.39,140.66,140.74,138.69,140.68,598800,2901485,1.29,0.9255
1991/7/25,140.68,140.2,141.01,139.99,140.19,839000,4080885,-0.49,-0.3483
1991/7/26,140.19,140.11,141.46,139.27,140.66,927900,4520783,0.47,0.3353
1991/7/29,140.66,141.22,141.72,140.81,141.52,477100,2350293,0.86,0.6114
1991/7/30,141.52,142.39,142.45,141.39,142.39,560100,2718049,0.87,0.6148
1991/7/31,142.39,143.72,143.8,142.39,143.8,405100,1993205,1.41,0.9902
1991/8/1,143.8,145.12,145.24,143.8,145.24,473100,2310502,1.44,1.0014
1991/8/2,145.24,146.49,146.68,145.44,146.68,1174400,5825142,1.44,0.9915
1991/8/5,146.68,148.06,148.15,146.68,148.15,512600,2593974,1.47,1.0022
1991/8/6,148.15,149.62,149.62,148.15,149.62,200100,1065505,1.47,0.9922
1991/8/7,149.62,150.93,151.12,149.62,151.12,110700,580236,1.5,1.0025
1991/8/8,151.12,152.57,152.61,151.12,152.61,195100,1045377,1.49,0.986
1991/8/9,152.61,153.9,154.1,152.61,154.1,371500,1990447,1.49,0.9763
1991/8/12,154.1,155.34,155.54,154.1,155.54,391900,2154199,1.44,0.9345
1991/8/13,155.54,156.87,157.07,155.54,157.07,2003900,10529728,1.53,0.9837
1991/8/14,157.07,158.3,158.63,158.11,158.63,548000,2929235,1.56,0.9932
1991/8/15,158.63,159.92,160.21,158.63,160.21,153700,850781,1.58,0.996
1991/8/16,160.21,161.56,161.6,160.21,161.6,98400,581335,1.39,0.8676
1991/8/19,161.6,163.21,163.21,161.6,163.21,98500,614977,1.61,0.9963
1991/8/20,163.21,164.74,164.84,163.21,164.84,57300,388263,1.63,0.9987
1991/8/21,164.84,166.49,166.49,164.84,166.49,341100,2106363,1.65,1.001
1991/8/22,166.49,167.81,168.16,166.49,168.16,129600,845656,1.67,1.0031
1991/8/23,168.16,169.81,169.81,168.16,169.81,60500,502645,1.65,0.9812
1991/8/26,169.81,171.51,171.51,169.81,171.51,64300,518093,1.7,1.0011
1991/8/27,171.51,173.06,173.19,171.51,173.19,79600,520954,1.68,0.9795
1991/8/28,173.19,174.82,174.92,173.19,174.92,80400,511434,1.73,0.9989
1991/8/29,174.92,176.53,176.66,174.92,176.66,260800,1629096,1.74,0.9947
1991/8/30,176.66,178.2,178.43,176.66,178.43,675900,4219163,1.77,1.0019
1991/9/2,178.43,180.08,180.22,178.43,180.22,140800,886865,1.79,1.0032
1991/9/3,180.22,181.71,181.97,180.22,181.97,147500,940258,1.75,0.971
1991/9/4,181.97,183.66,183.69,181.97,183.69,65000,470005,1.72,0.9452
1991/9/5,183.69,185.48,185.51,183.69,185.51,151400,1095242,1.82,0.9908
1991/9/6,185.51,187.09,187.36,185.51,187.36,276500,1761317,1.85,0.9973
1991/9/9,187.36,189.1,189.24,187.36,189.24,355200,2349562,1.88,1.0034
1991/9/10,189.24,190.98,190.98,188.19,188.33,3343400,21507837,-0.91,-0.4809
1991/9/11,188.33,187.29,187.29,186.86,187.22,2139200,14677350,-1.11,-0.5894
1991/9/12,187.22,186.22,187.4,186.07,186.22,1969900,16265671,-1,-0.5341
1991/9/13,186.22,188,188.04,185.01,187.79,3743400,24035038,1.57,0.8431
1991/9/16,187.79,189.55,189.66,187.79,189.66,993300,6343151,1.87,0.9958
1991/9/17,189.66,191.16,191.18,188.28,188.65,2882900,18623898,-1.01,-0.5325
1991/9/18,188.65,187.26,188.59,187.18,187.63,1582200,11015637,-1.02,-0.5407
1991/9/19,187.63,187.65,189.21,186.49,186.88,2343900,14607546,-0.75,-0.3997
1991/9/20,186.88,185.77,187.21,185.66,185.92,1207500,7417594,-0.96,-0.5137
1991/9/23,185.92,185,185.92,184.71,185,403400,2806673,-0.92,-0.4948
1991/9/24,185,183.96,185.04,183.69,184.08,142600,1002714,-0.92,-0.4973
1991/9/25,184.08,182.8,184.08,182.8,183.19,138900,934108,-0.89,-0.4835
1991/9/26,183.19,182.21,183.19,181.93,182.33,654100,4620152,-0.86,-0.4695
1991/9/27,182.33,183.12,183.89,181.19,181.82,3372800,20416480,-0.51,-0.2797
1991/9/30,181.82,180.28,181.95,180.27,180.92,2559400,22336016,-0.9,-0.495
1991/10/3,180.92,181.55,182.48,179.8,182.48,1874100,12329971,1.56,0.8623
1991/10/4,182.48,184.29,184.29,183.59,184.29,736000,5039959,1.81,0.9919
1991/10/7,184.29,185.95,186,185.41,186,1136900,7291196,1.71,0.9279
1991/10/8,186,187.59,187.61,186,187.49,2374500,15241554,1.49,0.8011
1991/10/9,187.49,188.49,189.12,186.31,189.12,2098900,13440129,1.63,0.8694
1991/10/10,189.12,190.71,191.01,189.12,191.01,663800,4333536,1.89,0.9994
1991/10/11,191.01,192.84,192.88,191.01,192.85,1098100,7251750,1.84,0.9633
1991/10/14,192.85,194.06,194.69,192.32,194.67,2149300,13948029,1.82,0.9437
1991/10/15,194.67,196.58,196.61,194.67,196.61,1100200,7265197,1.94,0.9966
1991/10/16,196.61,198.51,198.57,196.61,198.57,956200,6273991,1.96,0.9969
1991/10/17,198.57,200.5,200.51,198.57,200.51,607700,4136314,1.94,0.977
1991/10/18,200.51,202.5,202.51,200.51,202.51,296800,2384097,2,0.9975
1991/10/21,202.51,204.53,204.53,202.51,204.53,353700,2514336,2.02,0.9975
1991/10/22,204.53,206.06,206.53,204.53,206.53,212800,1521146,2,0.9779
1991/10/23,206.53,208.06,208.25,206.53,208.25,262300,1980087,1.72,0.8328
1991/10/24,208.25,210.2,210.2,208.25,210.07,1935700,13174235,1.82,0.8739
1991/10/25,210.07,210.34,211.97,209.71,211.86,3265000,22263149,1.79,0.8521
1991/10/28,211.86,213.5,213.98,211.86,213.98,321700,2357941,2.12,1.0007
1991/10/29,213.98,215.63,215.78,213.98,215.78,269700,2069665,1.8,0.8412
1991/10/30,215.78,216.37,216.43,215.78,216.43,238000,1814463,0.65,0.3012
1991/10/31,216.43,218.59,218.6,216.43,218.6,392900,2914654,2.17,1.0026
1991/11/1,218.6,220.71,220.72,218.6,220.72,590600,4313355,2.12,0.9698
1991/11/4,220.72,222.77,222.77,220.79,222.77,447400,3352291,2.05,0.9288
1991/11/5,222.77,224.44,224.65,222.77,224.65,280500,2225605,1.88,0.8439
1991/11/6,224.65,226.83,226.88,224.65,226.88,284800,2188148,2.23,0.9927
1991/11/7,226.88,228.93,228.93,226.88,228.93,483300,4085072,2.05,0.9036
1991/11/8,228.93,230.99,231.22,228.93,231.22,1440600,11039106,2.29,1.0003
1991/11/11,231.22,233.48,233.55,231.22,233.55,247400,2130826,2.33,1.0077
1991/11/12,233.55,235.75,235.8,233.55,235.8,89500,914377,2.25,0.9634
1991/11/13,235.8,236.51,236.67,235.8,236.67,79900,879975,0.87,0.369
1991/11/14,236.67,237.39,237.45,236.67,237.45,86200,940119,0.78,0.3296
1991/11/15,237.45,238.25,238.25,237.45,238.25,205800,1914795,0.8,0.3369
1991/11/18,238.25,240.04,240.62,238.25,240.62,188500,1534361,2.37,0.9948
1991/11/19,240.62,242.24,242.24,240.62,242.24,231000,2040941,1.62,0.6733
1991/11/20,242.24,244.5,244.5,242.24,244.5,232500,1929087,2.26,0.933
1991/11/21,244.5,246.26,246.31,244.5,246.31,215500,2030500,1.81,0.7403
1991/11/22,246.31,248.24,248.53,246.31,248.53,213300,1954544,2.22,0.9013
1991/11/25,248.53,250.84,250.85,248.53,250.85,233100,1963992,2.32,0.9335
1991/11/26,250.85,252.9,252.97,250.85,252.97,245400,2326565,2.12,0.8451
1991/11/27,252.97,255.27,255.45,252.97,255.45,212000,1756893,2.48,0.9804
1991/11/28,255.45,257.28,257.35,255.45,257.35,250200,2251847,1.9,0.7438
1991/11/29,257.35,259.68,259.85,257.35,259.6,3369500,28453937,2.25,0.8743
1991/12/2,259.6,261.78,262.19,259.67,262.19,1912800,16310190,2.59,0.9977
1991/12/3,262.19,264.64,264.81,262.19,264.81,110100,1207594,2.62,0.9993
1991/12/4,264.81,265.53,265.77,264.81,265.77,74200,903324,0.96,0.3625
1991/12/5,265.77,266.48,266.66,265.77,266.66,205000,2100256,0.89,0.3349
1991/12/6,266.66,269.34,269.35,266.66,269.35,161300,1798852,2.69,1.0088
1991/12/9,269.35,270.27,270.27,269.35,270.27,163100,1648764,0.92,0.3416
1991/12/10,270.27,270.27,272.91,270.27,272.91,51600,665483,2.64,0.9768
1991/12/11,272.91,273.53,273.71,272.91,273.71,66900,859049,0.8,0.2931
1991/12/12,273.71,274.41,274.41,273.71,274.41,157700,1644190,0.7,0.2557
1991/12/13,274.41,276.81,277,274.41,277,74600,962311,2.59,0.9438
1991/12/16,277,277.53,277.85,277,277.85,58000,817004,0.85,0.3069
1991/12/17,277.85,278.67,278.68,277.85,278.68,49300,754992,0.83,0.2987
1991/12/18,278.68,279.32,279.51,278.68,279.51,76000,893281,0.83,0.2978
1991/12/19,279.51,279.98,280.17,279.51,280.17,109400,1242701,0.66,0.2361
1991/12/20,280.17,282.83,282.83,280.63,282.83,439300,6268733,2.66,0.9494
1991/12/23,282.83,285.65,285.65,282.83,285.65,104600,1182123,2.82,0.9971
1991/12/24,285.65,285.74,286.22,285.65,286.22,48600,593373,0.57,0.1995
1991/12/25,286.22,287.09,287.15,286.22,287.15,57300,873628,0.93,0.3249
1991/12/26,287.15,288.03,288.03,287.15,288.03,116800,1422421,0.88,0.3065
1991/12/27,288.03,290.65,290.85,288.03,290.85,155100,1789522,2.82,0.9791
1991/12/30,290.85,291.71,291.71,290.85,291.71,116500,1881075,0.86,0.2957
1991/12/31,291.71,292.48,292.75,291.71,292.75,58400,858863,1.04,0.3565
1992/1/2,292.75,293.74,293.75,292.76,293.75,92800,1339598,1,0.3416
1992/1/3,293.75,296.24,296.52,293.75,296.52,143600,1842222,2.77,0.943
1992/1/6,296.52,297.68,297.68,296.52,297.68,340000,4236024,1.16,0.3912
1992/1/7,297.68,298.54,298.77,297.68,298.77,89200,1064008,1.09,0.3662
1992/1/8,298.77,299.65,299.66,298.77,299.66,65900,930535,0.89,0.2979
1992/1/9,299.66,300.61,300.62,299.66,300.62,94300,1244834,0.96,0.3204
1992/1/10,300.62,301.82,301.83,300.62,301.83,160500,2629590,1.21,0.4025
1992/1/13,301.83,302.83,303.06,302,303.06,72500,1097531,1.23,0.4075
1992/1/14,303.06,304.77,305.74,303.06,305.74,63200,858530,2.68,0.8843
1992/1/15,305.74,306.62,306.63,305.74,306.63,25900,314974,0.89,0.2911
1992/1/16,306.63,306.85,306.85,306.63,306.85,37800,488305,0.22,0.0717
1992/1/17,306.85,307.37,307.38,306.85,307.38,25000,321916,0.53,0.1727
1992/1/20,307.38,307.38,307.39,307.38,307.39,44500,502999,0.01,0.0033
1992/1/21,307.39,307.87,307.87,307.39,307.87,53400,650501,0.48,0.1562
1992/1/22,307.87,307.95,307.95,307.87,307.95,31200,439920,0.08,0.026
1992/1/23,307.95,308.53,308.53,307.95,308.53,41300,583190,0.58,0.1883
1992/1/24,308.53,309.05,309.05,308.53,309.05,72200,1004033,0.52,0.1685
1992/1/27,309.05,311.6,311.61,309.05,311.61,56200,750773,2.56,0.8283
1992/1/28,311.61,311.67,311.84,311.61,311.84,66400,822810,0.23,0.0738
1992/1/29,311.84,312.41,312.58,311.84,312.42,40100,450211,0.58,0.186
1992/1/30,312.42,312.73,312.73,312.42,312.73,39100,543800,0.31,0.0992
1992/1/31,312.73,313.24,313.24,312.73,313.24,35400,586786,0.51,0.1631
1992/2/3,313.24,314.18,314.18,313.24,314.18,30500,583325,0.94,0.3001
1992/2/7,314.18,314.72,314.72,314.18,314.72,32700,527451,0.54,0.1719
1992/2/10,314.72,315.55,315.56,314.72,315.56,35400,586553,0.84,0.2669
1992/2/11,315.56,316.12,316.43,315.56,316.43,29600,460159,0.87,0.2757
1992/2/12,316.43,316.43,316.44,316.43,316.44,27000,397279,0.01,0.0032
1992/2/13,316.44,317.24,317.57,317.04,317.04,102000,1686917,0.6,0.1896
1992/2/14,317.04,319.45,319.68,317.04,319.68,45700,770875,2.64,0.8327
1992/2/17,319.68,319.77,319.77,319.68,319.77,636900,13782082,0.09,0.0282
1992/2/18,319.77,338.98,339.16,319.77,337.11,740700,12655298,17.34,5.4226
1992/2/19,337.11,340.5,342.41,337.11,342.41,940100,16501609,5.3,1.5722
1992/2/20,342.41,345.22,348.01,342.41,347.99,1034100,20004752,5.58,1.6296
1992/2/21,347.99,358.91,359.93,347.99,359.59,1158200,19254248,11.6,3.3334
1992/2/24,359.59,361.11,361.62,359.59,360.5,3015700,18038445,0.91,0.2531
1992/2/25,360.5,359.66,361.29,357.07,360.37,486200,8037606,-0.13,-0.0361
1992/2/26,360.37,359.85,360.76,359.27,360.1,575300,8082674,-0.27,-0.0749
1992/2/27,360.1,361,363.03,360.1,362.45,952400,17931365,2.35,0.6526
1992/2/28,362.45,364.15,364.67,362.45,364.66,986200,26401859,2.21,0.6097
1992/3/2,364.66,365.15,365.39,364.66,365.39,340500,5644321,0.73,0.2002
1992/3/3,365.39,366.79,367.25,365.39,367,298900,3366071,1.61,0.4406
1992/3/4,367,367.56,368.32,366.95,368.32,561400,10365269,1.32,0.3597
1992/3/5,368.32,369.31,369.88,368.11,369.76,836000,14928647,1.44,0.391
1992/3/6,369.76,370.79,371.76,369.76,371.76,523700,9958408,2,0.5409
1992/3/9,371.76,372.26,374.06,371.88,373.53,2096800,22273776,1.77,0.4761
1992/3/10,373.53,374.48,375.23,373.53,375.23,501100,7452592,1.7,0.4551
1992/3/11,375.23,375.87,376.25,374.98,376.14,400100,11238040,0.91,0.2425
1992/3/12,376.14,377.55,377.57,376.14,376.92,1032600,31594198,0.78,0.2074
1992/3/13,376.92,376.58,377.19,376.38,376.38,252700,4487903,-0.54,-0.1433
1992/3/16,376.38,377,377.42,376.38,377.05,264600,2265997,0.67,0.178
1992/3/17,377.05,377.5,377.84,377.03,377.49,89000,1340086,0.44,0.1167
1992/3/18,377.49,377.94,378.32,377.49,377.66,402800,2252891,0.17,0.045
1992/3/19,377.66,377.26,377.96,376.21,377.31,1362800,35111209,-0.35,-0.0927
1992/3/20,377.31,377.91,378.03,377.31,377.99,316000,7844940,0.68,0.1802
1992/3/23,377.99,378.61,379.04,377.45,378.89,1029000,24375080,0.9,0.2381
1992/3/24,378.89,378.53,379.5,378.05,378.69,437800,7016716,-0.2,-0.0528
1992/3/25,378.69,378.33,379.02,378.12,378.12,1182000,21445413,-0.57,-0.1505
1992/3/26,378.12,379.29,379.34,377.64,379.13,1022500,24177846,1.01,0.2671
1992/3/27,379.13,379.65,380.79,379.13,380.77,189200,5469466,1.64,0.4326
