日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量(股),成交金额(元),涨跌,涨跌幅(%)
1999/3/24,1170.949,1171.302,1177.341,1167.104,1169.034,613294700,3805379031,-1.915,-0.1635
1999/3/25,1169.034,1167.864,1167.875,1155.013,1156.854,513376200,3773399684,-12.18,-1.0419
1999/3/26,1156.854,1155.348,1162.416,1154.936,1161.12,515196400,3544642181,4.266,0.3688
1999/3/29,1161.12,1160.576,1169.503,1158.087,1169.489,551824200,3999718379,8.369,0.7208
1999/3/30,1169.489,1171.127,1173.66,1156.045,1157.507,514719200,3443104434,-11.982,-1.0246
1999/3/31,1157.507,1156.37,1159.533,1150.82,1158.054,484239000,3486601323,0.547,0.0473
1999/4/1,1158.054,1158.681,1168.528,1158.442,1168.504,620212400,4981375327,10.45,0.9024
1999/4/2,1168.504,1170.76,1184.433,1170.307,1184.402,766553200,5845190962,15.898,1.3605
1999/4/5,1184.402,1188.931,1194.514,1187.059,1194.469,807176900,6256008015,10.067,0.85
1999/4/6,1194.469,1195.948,1199.842,1191.582,1199.6,670936100,4989342138,5.131,0.4296
1999/4/7,1199.6,1200.224,1202.32,1193.727,1201.634,814167500,5813793323,2.034,0.1696
1999/4/8,1201.634,1203.02,1205.411,1192.462,1202.469,817610600,5365980558,0.835,0.0695
1999/4/9,1202.469,1203.442,1210.1,1196.744,1205.139,980901100,6831574860,2.67,0.222
1999/4/12,1205.139,1205.319,1205.677,1193.657,1195.337,1020296100,6908185857,-9.802,-0.8134
1999/4/13,1195.337,1192.149,1193.325,1174.135,1178.192,734821400,4912139551,-17.145,-1.4343
1999/4/14,1178.192,1176.771,1184.176,1174.268,1181.517,532570400,3833017817,3.325,0.2822
1999/4/15,1181.517,1182.204,1185.593,1168.592,1170.616,737036900,4546185109,-10.901,-0.9226
1999/4/16,1170.616,1168.908,1175.034,1162.31,1166.237,724113800,4492720433,-4.379,-0.3741
1999/4/19,1166.237,1164.616,1166.04,1156.607,1159.473,767199000,4014308497,-6.764,-0.58
1999/4/20,1159.473,1160.052,1171.603,1159.564,1171.603,1069139900,3905078344,12.13,1.0462
1999/4/21,1171.603,1171.948,1173.525,1143.045,1144.065,952069000,4179717013,-27.538,-2.3505
1999/4/22,1144.065,1137.91,1140.899,1110.646,1137.162,908942800,4531599302,-6.903,-0.6034
1999/4/23,1137.162,1137.608,1144.778,1135.607,1139.997,675682200,3520446602,2.835,0.2493
1999/4/26,1139.997,1139.647,1140.17,1111.995,1112.791,604176300,3157918180,-27.206,-2.3865
1999/4/27,1112.791,1108.911,1108.911,1089.759,1091.695,562483500,2881964166,-21.096,-1.8958
1999/4/28,1091.695,1090.873,1112.29,1087.794,1091.089,473206600,3045270039,-0.606,-0.0555
1999/4/29,1091.089,1091.057,1116.418,1090.564,1116.405,504636200,3168527554,25.316,2.3203
1999/4/30,1116.405,1116.107,1122.222,1114.178,1120.927,419609700,2597537221,4.522,0.4051
1999/5/4,1120.927,1120.908,1121.91,1108.893,1111.757,408896600,2378657565,-9.17,-0.8181
1999/5/5,1111.757,1110.937,1116.964,1105.346,1116.932,437463300,2125256484,5.175,0.4655
1999/5/6,1116.932,1116.855,1128.901,1116.639,1128.224,639098200,2759395563,11.292,1.011
1999/5/7,1128.224,1129.532,1131.493,1117.936,1120.738,583332700,2867402913,-7.486,-0.6635
1999/5/10,1120.738,1107.365,1107.365,1065.18,1071.927,688193300,3594177475,-48.811,-4.3553
1999/5/11,1071.927,1072.044,1095.406,1072.044,1095.402,434819100,2320905514,23.475,2.19
1999/5/12,1095.402,1096.737,1104.809,1092.785,1099.996,396164700,2346321091,4.594,0.4194
1999/5/13,1099.996,1100.857,1101.356,1086.458,1088.863,366073200,2016842628,-11.133,-1.0121
1999/5/14,1088.863,1087.942,1088.002,1060.502,1063.277,485905600,2673954502,-25.586,-2.3498
1999/5/17,1063.277,1057.485,1072.166,1047.833,1065.557,375362500,2101401118,2.28,0.2144
1999/5/18,1065.557,1066.519,1075.652,1058.386,1059.874,400459200,1952889499,-5.683,-0.5333
1999/5/19,1059.874,1058.7,1109.116,1057.72,1109.089,598795200,4023146288,49.215,4.6435
1999/5/20,1109.089,1114.659,1147.727,1113.318,1147.707,1067059200,6953874959,38.618,3.482
1999/5/21,1147.707,1154.806,1170.141,1152.261,1168.72,1570595700,9421370035,21.013,1.8309
1999/5/24,1168.72,1173.132,1215.216,1164.895,1213.654,2074116000,13417240970,44.934,3.8447
1999/5/25,1213.654,1223.129,1244.84,1198.067,1202.885,2873759400,15454290499,-10.769,-0.8873
1999/5/26,1202.885,1199.225,1236.142,1195.843,1236.046,1620577800,11756461557,33.161,2.7568
1999/5/27,1236.046,1247.322,1283.027,1247.322,1283.02,2257634800,17628894177,46.974,3.8003
1999/5/28,1283.02,1291.96,1294.641,1260.712,1277.15,3196835800,15829195181,-5.87,-0.4575
1999/5/31,1277.15,1287.075,1303.48,1253.251,1279.326,2347326100,16681238948,2.176,0.1704
1999/6/1,1279.326,1283.3,1311.601,1276.116,1311.594,1722944900,13657011325,32.268,2.5223
1999/6/2,1311.594,1319.832,1330.278,1287.011,1287.931,2223250200,17168164868,-23.663,-1.8041
1999/6/3,1287.931,1280.477,1286.913,1259.008,1268.324,1666148000,12441163174,-19.607,-1.5224
1999/6/4,1268.324,1271.168,1288.003,1271.163,1285.579,1368480400,11353125682,17.255,1.3605
1999/6/7,1285.579,1287.462,1326.611,1285.15,1326.518,1566229000,13072819156,40.939,3.1845
1999/6/8,1326.518,1336.03,1341.643,1319.497,1333.644,1619835000,13638321153,7.126,0.5372
1999/6/9,1333.644,1334.849,1350.137,1323.986,1348.606,1563229200,12810832027,14.962,1.1219
1999/6/10,1348.606,1371.003,1382.074,1353.564,1364.345,2487743000,18278629318,15.739,1.1671
1999/6/11,1364.345,1364.275,1376.775,1359.277,1370.39,1884119000,13764889060,6.045,0.4431
1999/6/14,1370.39,1382.532,1427.768,1382.532,1427.707,2526166200,17337062600,57.317,4.1825
1999/6/15,1427.707,1453.33,1477.142,1366.654,1387.592,3748467900,26646873102,-40.115,-2.8098
1999/6/16,1387.592,1402.345,1460.168,1402.304,1460.168,2520722400,20061051438,72.576,5.2304
1999/6/17,1460.168,1483.064,1501.016,1450.204,1501.007,3648613800,27755621049,40.839,2.7969
1999/6/18,1501.007,1511.881,1516.127,1480.981,1498.915,3611750500,26350004402,-2.092,-0.1394
1999/6/21,1498.915,1506.826,1546.611,1503.401,1546.408,3069874900,23396705973,47.493,3.1685
1999/6/22,1546.408,1551.875,1564.448,1524.495,1564.444,3170865800,22159979870,18.036,1.1663
1999/6/23,1564.444,1571.27,1606.5,1566.629,1606.5,3026881700,25758863034,42.056,2.6882
1999/6/24,1606.5,1615.63,1654.55,1611.985,1654.11,3762046600,31166178792,47.61,2.9636
1999/6/25,1654.11,1665.985,1705.21,1591.079,1593.859,5781329300,40443162413,-60.251,-3.6425
1999/6/28,1593.859,1606.283,1693.161,1606.282,1693.16,4138804100,29139395284,99.301,6.2302
1999/6/29,1693.16,1722.739,1742.147,1691.342,1739.205,4010595600,31556771192,46.045,2.7195
1999/6/30,1739.205,1755.561,1756.184,1666.01,1689.428,4885793200,34109038863,-49.777,-2.8621
1999/7/1,1689.428,1678.838,1678.838,1540.034,1560.787,3126123000,25032686199,-128.641,-7.6145
1999/7/2,1560.787,1570.564,1620.544,1532.444,1613.533,3438451400,22709080816,52.746,3.3794
1999/7/5,1613.533,1627.246,1630.382,1573.734,1581.819,2420693200,17791643429,-31.714,-1.9655
1999/7/6,1581.819,1568.83,1580.232,1504.366,1517.253,1796851500,12505971843,-64.566,-4.0818
1999/7/7,1517.253,1515.161,1568.673,1507.546,1568.652,1572137700,12282010735,51.399,3.3876
1999/7/8,1568.652,1579.143,1591.131,1560.431,1577.987,1439775300,12900198094,9.335,0.5951
1999/7/9,1577.987,1577.791,1594.578,1563.163,1584.75,1343695700,12388382942,6.763,0.4286
1999/7/12,1584.75,1588.38,1589.902,1545.563,1559.732,1408962800,12319168283,-25.018,-1.5787
1999/7/13,1559.732,1547.344,1547.344,1511.431,1524.821,1240941800,8994397748,-34.911,-2.2383
1999/7/14,1524.821,1526.977,1559.663,1526.22,1559.52,1120753200,9511564294,34.699,2.2756
1999/7/15,1559.52,1565.04,1567.829,1545.07,1549.336,1597420100,9129384469,-10.184,-0.653
1999/7/16,1549.336,1547.46,1547.606,1512.784,1519.741,1493488700,8891163517,-29.595,-1.9102
1999/7/19,1519.741,1500.449,1509.994,1473.234,1479.076,1235493500,8147153243,-40.665,-2.6758
1999/7/20,1479.076,1476.027,1574.749,1471.509,1574.603,1731110500,11258244703,95.527,6.4586
1999/7/21,1574.603,1586.885,1626.952,1573.7,1609.811,2792592100,20722799728,35.208,2.236
1999/7/22,1609.811,1606.856,1606.856,1548.495,1550.73,1784447700,13715316327,-59.081,-3.6701
1999/7/23,1550.73,1552.245,1597.184,1552.237,1585.98,1330113400,11003223046,35.25,2.2731
1999/7/26,1585.98,1592.414,1607.072,1587.377,1602.031,1245123200,10225516273,16.051,1.0121
1999/7/27,1602.031,1605.372,1607.047,1580.817,1590.713,1161682800,9525984717,-11.318,-0.7065
1999/7/28,1590.713,1592.452,1609.794,1584.246,1597.199,1070165400,9484130919,6.486,0.4077
1999/7/29,1597.199,1610.116,1615.749,1585.839,1595.86,874300100,7986502889,-1.339,-0.0838
1999/7/30,1595.86,1599.938,1605.273,1587.338,1601.459,1456164300,8163627774,5.599,0.3508
1999/8/2,1601.459,1607.062,1622.383,1603.369,1616.276,1165873700,10094560604,14.817,0.9252
1999/8/3,1616.276,1622.301,1626.91,1609.124,1626.841,1262796200,10195631823,10.565,0.6537
1999/8/4,1626.841,1630.99,1649.258,1630.99,1649.128,1528651100,12379579014,22.287,1.37
1999/8/5,1649.128,1654.526,1658.69,1641.862,1653.537,1462173900,12885918362,4.409,0.2674
1999/8/6,1653.537,1655.306,1656.585,1601.843,1646.593,1921333600,15532711338,-6.944,-0.4199
1999/8/9,1646.593,1650.277,1651.635,1624.721,1628.836,1348022400,11510440784,-17.757,-1.0784
1999/8/10,1628.836,1622.967,1623.026,1597.22,1602.147,1244001900,9513723724,-26.689,-1.6385
1999/8/11,1602.147,1598.015,1607.677,1574.714,1583.401,947012000,7091288952,-18.746,-1.1701
1999/8/12,1583.401,1583.512,1594.889,1566.714,1575.642,743380000,5655266712,-7.759,-0.49
1999/8/13,1575.642,1581.23,1591.493,1569.302,1571.901,667683300,4933747002,-3.741,-0.2374
1999/8/16,1571.901,1568.899,1570.211,1546.837,1560.068,726984600,5240399484,-11.833,-0.7528
1999/8/17,1560.068,1562.56,1596.151,1562.56,1576.405,898064400,7168332253,16.337,1.0472
1999/8/18,1576.405,1578.263,1582.016,1555.976,1581.929,682044800,5605034750,5.524,0.3504
1999/8/19,1581.929,1587.898,1645.842,1587.87,1637.743,1547297600,12933973693,55.814,3.5282
1999/8/20,1637.743,1645.543,1651.174,1627.039,1628.934,1181764400,10684262180,-8.809,-0.5379
1999/8/23,1628.934,1631.435,1645.004,1626.954,1644.999,1064361600,10083887552,16.065,0.9862
1999/8/24,1644.999,1650.537,1655.142,1638.963,1648.469,1096098100,10704367905,3.47,0.2109
1999/8/25,1648.469,1649.609,1651.092,1618.54,1625.765,926788800,8452901817,-22.704,-1.3773
1999/8/26,1625.765,1622.166,1638.233,1615.855,1638.233,823946700,7140302988,12.468,0.7669
1999/8/27,1638.233,1642.061,1644.471,1627.255,1633.9,822311600,7405017284,-4.333,-0.2645
1999/8/30,1633.9,1635.553,1637.31,1614.448,1619.039,895662600,7774129569,-14.861,-0.9095
1999/8/31,1619.039,1622.877,1630.014,1609.796,1627.116,735498400,5946372751,8.077,0.4989
1999/9/1,1627.116,1627.821,1629.076,1595.963,1599.552,685913700,5778720844,-27.564,-1.694
1999/9/2,1599.552,1591.583,1614.106,1572.417,1611.958,813446000,6259438408,12.406,0.7756
1999/9/3,1611.958,1613.304,1614.412,1583.45,1587.887,685659700,5283491352,-24.071,-1.4933
1999/9/6,1587.887,1577.505,1577.562,1556.834,1560.678,553917700,4024250790,-27.209,-1.7135
1999/9/7,1560.678,1558.861,1574.648,1556.741,1562.794,467192000,3981179980,2.116,0.1356
1999/9/8,1562.794,1563.621,1581.932,1563.605,1571.598,417984700,3706190627,8.804,0.5634
1999/9/9,1571.598,1590.711,1675.261,1590.701,1675.122,1974242000,14986945890,103.524,6.5872
1999/9/10,1675.122,1690.025,1695.644,1656.723,1659.929,1956852600,18600734282,-15.193,-0.907
1999/9/13,1659.929,1664.514,1671.64,1656.168,1670.143,1089322300,10974564089,10.214,0.6153
1999/9/14,1670.143,1675.706,1681.847,1668.128,1672.892,955270800,10136838413,2.749,0.1646
1999/9/15,1672.892,1675.191,1679.135,1657.786,1662.803,1049848900,8906709108,-10.089,-0.6031
1999/9/16,1662.803,1662.463,1664.961,1643.98,1645.511,731690100,7305045580,-17.292,-1.0399
1999/9/17,1645.511,1644.803,1662.165,1636.477,1648.558,707628500,6448295440,3.047,0.1852
1999/9/20,1648.558,1649.121,1651.535,1628.894,1633.835,532812300,4904954580,-14.723,-0.8931
1999/9/21,1633.835,1630.021,1630.269,1617.812,1625.588,472031400,4028274802,-8.247,-0.5048
1999/9/22,1625.588,1625.165,1632.411,1613.582,1617.057,396418300,3670171694,-8.531,-0.5248
1999/9/23,1617.057,1618.768,1622.667,1597.115,1604.203,548541900,4302764968,-12.854,-0.7949
1999/9/24,1604.203,1609.827,1631.399,1609.827,1619.326,448213700,3871965605,15.123,0.9427
1999/9/27,1619.326,1624.459,1629.191,1598.705,1602.158,409240600,4190201338,-17.168,-1.0602
1999/9/28,1602.158,1602.794,1606.023,1586.549,1591.432,409781300,3722190283,-10.726,-0.6695
1999/9/29,1591.432,1593.719,1608.603,1580.999,1584.954,474946400,3766047587,-6.478,-0.4071
1999/9/30,1584.954,1588.986,1595.006,1567.724,1570.702,455507200,4045558536,-14.252,-0.8992
1999/10/8,1570.702,1568.238,1568.375,1531.799,1534.515,331275400,2482259853,-36.187,-2.3039
1999/10/11,1534.515,1529.22,1538.343,1516.622,1522.48,333523800,2655557652,-12.035,-0.7843
1999/10/12,1522.48,1526.449,1538.279,1526.449,1537.796,233986100,2142747495,15.316,1.006
1999/10/13,1537.796,1540.599,1544.449,1504.388,1507.422,362642200,2286188096,-30.374,-1.9752
1999/10/14,1507.422,1504.497,1535.244,1494.94,1508.726,403368800,2599842676,1.304,0.0865
1999/10/15,1508.726,1515.908,1550.709,1515.908,1543.798,567080800,4145652910,35.072,2.3246
1999/10/18,1543.798,1547.267,1549.368,1499.464,1501.665,560267400,3517368635,-42.133,-2.7292
1999/10/19,1501.665,1493.47,1493.486,1468.098,1470.9,486167000,3069334912,-30.765,-2.0487
1999/10/20,1470.9,1469.284,1490.758,1463.426,1485.827,431183500,2798379220,14.927,1.0148
1999/10/21,1485.827,1486.925,1488.005,1452.709,1458.53,477268600,3335652458,-27.297,-1.8372
1999/10/22,1458.53,1457.635,1512.93,1457.498,1497.462,784406400,5006161329,38.932,2.6693
1999/10/25,1497.462,1499.138,1499.385,1465.137,1468.266,516785800,2912732878,-29.196,-1.9497
1999/10/26,1468.266,1467.522,1496.452,1467.505,1482.667,755550800,3395246802,14.401,0.9808
1999/10/27,1482.667,1509.64,1537.3,1504.994,1536.821,1614688500,6969631020,54.154,3.6525
1999/10/28,1536.821,1541.287,1542.045,1507.791,1514.525,1328479400,5268099804,-22.296,-1.4508
1999/10/29,1514.525,1515.184,1520.472,1494.706,1504.563,850592500,4325723030,-9.962,-0.6578
1999/11/1,1504.563,1501.735,1506.994,1488.234,1493.096,619149400,3185786348,-11.467,-0.7621
1999/11/2,1493.096,1491.758,1499.872,1481.567,1487.469,445031100,2895948585,-5.627,-0.3769
1999/11/3,1487.469,1488.366,1492.306,1472.73,1475.684,484565900,2777963541,-11.785,-0.7923
1999/11/4,1475.684,1474.135,1474.135,1457.14,1464.828,590695100,3075130980,-10.856,-0.7357
1999/11/5,1464.828,1464.603,1478.829,1460.675,1465.232,560002600,2918874212,0.404,0.0276
1999/11/8,1465.232,1464.493,1477.135,1458.653,1471.375,478786200,2475390007,6.143,0.4193
1999/11/9,1471.375,1474.002,1479.834,1461.483,1464.03,440650000,2436849881,-7.345,-0.4992
1999/11/10,1464.03,1463.688,1463.73,1436.742,1450.152,679121700,7860074633,-13.878,-0.9479
1999/11/11,1450.152,1449.622,1459.447,1440.983,1443.905,467834900,3352626781,-6.247,-0.4308
1999/11/12,1443.905,1446.26,1452.933,1444.127,1450.327,340813600,2612716058,6.422,0.4448
1999/11/15,1450.327,1451.549,1454.088,1436.681,1451.536,808911400,3148118558,1.209,0.0834
1999/11/16,1451.536,1463.337,1469.596,1428.748,1431.319,832157000,4854076833,-20.217,-1.3928
1999/11/17,1431.319,1429.712,1462.848,1427.358,1462.79,652606900,3763921105,31.471,2.1987
1999/11/18,1462.79,1466.488,1498.081,1454.468,1482.452,1014820400,6753968926,19.662,1.3441
1999/11/19,1482.452,1485.053,1489.898,1466.346,1468.472,570549300,4069182939,-13.98,-0.943
1999/11/22,1468.472,1468.218,1468.944,1457.608,1464.588,615375400,3514200036,-3.884,-0.2645
1999/11/23,1464.588,1464.934,1471.911,1461.383,1466.434,418801400,2856239553,1.846,0.126
1999/11/24,1466.434,1466.091,1467.842,1451.033,1454.578,420710900,2537164219,-11.856,-0.8085
1999/11/25,1454.578,1451.877,1451.89,1439.944,1444.241,412350400,2630266077,-10.337,-0.7107
1999/11/26,1444.241,1443.442,1449.03,1441.517,1444.513,710050100,2757461910,0.272,0.0188
1999/11/29,1444.513,1444.011,1444.585,1432.958,1435.468,524671800,2785933172,-9.045,-0.6262
1999/11/30,1435.468,1433.896,1439.605,1429.554,1434.973,491033600,2434140469,-0.495,-0.0345
1999/12/1,1434.973,1434.978,1447.682,1432.946,1447.116,497560200,2878793713,12.143,0.8462
1999/12/2,1447.116,1446.686,1447.809,1433.539,1435.837,533560400,3291840585,-11.279,-0.7794
1999/12/3,1435.837,1436.02,1440.542,1430.664,1437.233,451732000,3066891453,1.396,0.0972
1999/12/6,1437.233,1436.802,1437.18,1422.727,1426.995,510372600,3156748544,-10.238,-0.7123
1999/12/7,1426.995,1426.686,1438.036,1424.761,1428.261,466255000,2978882102,1.266,0.0887
1999/12/8,1428.261,1428.773,1430.977,1422.047,1424.848,469681900,3290643415,-3.413,-0.239
1999/12/9,1424.848,1424.912,1424.912,1413.625,1416.726,459280000,2850350842,-8.122,-0.57
1999/12/10,1416.726,1416.37,1429.011,1413.453,1428.939,478527100,3519317114,12.213,0.8621
1999/12/13,1428.939,1429.194,1430.406,1415.285,1417.107,504221900,3758808333,-11.832,-0.828
1999/12/14,1417.107,1415.712,1422.357,1411.067,1422.263,455119900,3061184530,5.156,0.3638
1999/12/15,1422.263,1423.762,1461.899,1423.742,1451.057,1093729000,6741845159,28.794,2.0245
1999/12/16,1451.057,1451.725,1451.943,1432.83,1434.867,606275000,4143615477,-16.19,-1.1157
1999/12/17,1434.867,1434.632,1438.225,1416.743,1419.551,512298200,3799891056,-15.316,-1.0674
1999/12/21,1419.551,1416.5,1416.502,1388.059,1395.497,566058000,3150574847,-24.054,-1.6945
1999/12/22,1395.497,1393.827,1397.169,1383.565,1387.51,493602500,3407837088,-7.987,-0.5723
1999/12/23,1387.51,1386.79,1387.195,1364.92,1369.461,511264400,3288228619,-18.049,-1.3008
1999/12/24,1369.461,1367.687,1375.922,1352.1,1355.367,429204900,2763822359,-14.094,-1.0292
1999/12/27,1355.367,1353.527,1359.079,1341.052,1345.352,512089400,3222658377,-10.015,-0.7389
1999/12/28,1345.352,1346.452,1368.246,1342.941,1348.821,489571200,2964954390,3.469,0.2579
1999/12/29,1348.821,1350.267,1358.142,1341.933,1356.926,505356800,3246104316,8.105,0.6009
1999/12/30,1356.926,1357.815,1366.678,1357.815,1366.58,401397100,2359956253,9.654,0.7115
2000/1/4,1366.58,1368.693,1407.518,1361.214,1406.371,903402300,5183897919,39.791,2.9117
2000/1/5,1406.371,1407.829,1433.78,1398.323,1409.682,1057998400,8137326105,3.311,0.2354
2000/1/6,1409.682,1406.036,1463.955,1400.253,1463.942,1348051500,9520842349,54.26,3.8491
2000/1/7,1463.942,1477.154,1522.825,1477.154,1516.604,3451569900,19487194485,52.662,3.5973
2000/1/10,1516.604,1531.712,1546.723,1506.404,1545.112,3125353900,18779112481,28.508,1.8797
2000/1/11,1545.112,1547.678,1547.708,1468.757,1479.781,2192455400,15771749150,-65.331,-4.2282
2000/1/12,1479.781,1473.761,1489.28,1434.996,1438.02,1522286900,12656691091,-41.761,-2.8221
2000/1/13,1438.02,1437.453,1444.066,1418.814,1424.442,861291200,7468732839,-13.578,-0.9442
2000/1/14,1424.442,1426.224,1433.474,1401.706,1408.848,744701200,6256399467,-15.594,-1.0947
2000/1/17,1408.848,1408.988,1433.383,1402.663,1433.33,764983100,6290278052,24.482,1.7377
2000/1/18,1433.33,1436.888,1443.592,1421.642,1426.623,776712800,7072430996,-6.707,-0.4679
2000/1/19,1426.623,1425.874,1443.672,1425.143,1440.724,800659600,6493590019,14.101,0.9884
2000/1/20,1440.724,1443.094,1466.901,1443.094,1466.863,1007080200,8875430174,26.139,1.8143
2000/1/21,1466.863,1471.905,1476.456,1458.925,1465.085,1505097300,13743475501,-1.778,-0.1212
2000/1/24,1465.085,1465.858,1477.412,1449.472,1477.344,1624151500,14606044275,12.259,0.8367
2000/1/25,1477.344,1483.033,1490.464,1467.438,1476.506,1363598700,12996698663,-0.838,-0.0567
2000/1/26,1476.506,1477.295,1482.464,1469.98,1481.117,1038443700,9577442403,4.611,0.3123
2000/1/27,1481.117,1490.447,1506.922,1485.234,1506.767,1898178600,15992564469,25.65,1.7318
2000/1/28,1506.767,1514.558,1536.346,1510.745,1534.997,2938895600,20709479516,28.23,1.8735
2000/2/14,1534.997,1591.445,1674.132,1587.818,1673.943,4358082000,23157620808,138.946,9.0519
2000/2/15,1673.943,1709.224,1746.443,1663.005,1670.67,5254347200,34925487573,-3.273,-0.1955
2000/2/16,1670.67,1674.936,1695.881,1649.699,1693.109,3743555000,34009003014,22.439,1.3431
2000/2/17,1693.109,1734.268,1770.88,1615.629,1640.649,5143904700,47262171140,-52.46,-3.0984
2000/2/18,1640.649,1623.961,1668.164,1583.582,1668.091,2679965100,25842490034,27.442,1.6726
2000/2/21,1668.091,1681.361,1697.01,1652.476,1677.136,3105240800,32615791398,9.045,0.5422
2000/2/22,1677.136,1681.299,1687.511,1627.467,1632.294,2425177800,26178823206,-44.842,-2.6737
2000/2/23,1632.294,1618.008,1630.546,1586.634,1594.93,1918606000,18577262975,-37.364,-2.289
2000/2/24,1594.93,1593.948,1634.323,1593.929,1634.309,1393287800,14762155773,39.379,2.469
2000/2/25,1634.309,1639.919,1650.365,1618.177,1631.576,1705805500,18504670829,-2.733,-0.1672
2000/2/28,1631.576,1639.799,1704.884,1639.696,1704.855,2612794300,24422228681,73.279,4.4913
2000/2/29,1704.855,1728.136,1733.141,1678.35,1714.578,2868075700,32196007876,9.723,0.5703
2000/3/1,1714.578,1720.597,1721.14,1692.509,1697.744,2248835500,23873891116,-16.834,-0.9818
2000/3/2,1697.744,1697.562,1721.598,1682.535,1713.014,1959349600,20352633528,15.27,0.8994
2000/3/3,1713.014,1728.355,1750.645,1721.705,1738.021,2481549000,25767592248,25.007,1.4598
2000/3/6,1738.021,1756.313,1762.829,1678.744,1681.085,2650721500,26614912081,-56.936,-3.2759
2000/3/7,1681.085,1661.948,1694.887,1654.444,1694.798,1768561500,16439373751,13.713,0.8157
2000/3/8,1694.798,1699.462,1726.043,1690.117,1726.033,1974594100,17218283311,31.235,1.843
2000/3/9,1726.033,1734.767,1741.224,1714.921,1732.346,1787737800,18604743122,6.313,0.3658
2000/3/10,1732.346,1731.94,1743.139,1701.793,1705.049,1587236200,16393991370,-27.297,-1.5757
2000/3/13,1705.049,1706.769,1729.007,1706.349,1728.875,1982917200,12882605992,23.826,1.3974
2000/3/14,1728.875,1690.653,1700.373,1636.893,1685.347,2287043000,18661145444,-43.528,-2.5177
2000/3/15,1685.347,1680.296,1695.162,1676.544,1681.471,1678215400,15695372102,-3.876,-0.23
2000/3/16,1681.471,1671.097,1671.178,1596.072,1607.527,1979175900,13637411551,-73.944,-4.3976
2000/3/17,1607.527,1602.363,1661.976,1602.335,1658.601,1533750900,13891457570,51.074,3.1772
2000/3/20,1658.601,1646.31,1699.281,1641.765,1699.248,1817543400,17219843223,40.647,2.4507
2000/3/21,1699.248,1704.085,1713.205,1692.684,1710.324,1635110000,17635837072,11.076,0.6518
2000/3/22,1710.324,1713.241,1726.59,1711.158,1720.446,1465842100,16886303609,10.122,0.5918
2000/3/23,1720.446,1724.188,1747.283,1711.405,1747.241,1674950200,17434438387,26.795,1.5574
2000/3/24,1747.241,1761.444,1770.263,1729.483,1730.499,2203771900,22607366636,-16.742,-0.9582
2000/3/27,1730.499,1736.696,1776.021,1736.696,1775.914,1992731300,20103074439,45.415,2.6244
2000/3/28,1775.914,1788.827,1799.952,1774.482,1791.441,2448516600,22388465413,15.527,0.8743
2000/3/29,1791.441,1797.881,1803.827,1763.62,1788.807,2302667700,19240343167,-2.634,-0.147
2000/3/30,1788.807,1793.676,1811.063,1790.849,1810.984,2930593700,18011624777,22.177,1.2398
2000/3/31,1810.984,1810.553,1810.897,1780.411,1800.225,2334072500,18552252287,-10.759,-0.5941
2000/4/3,1800.225,1799.575,1816.86,1798.254,1801.003,1886111200,17921349214,0.778,0.0432
2000/4/4,1801.003,1795.161,1795.161,1755.98,1760.692,1712827700,14832918470,-40.311,-2.2383
2000/4/5,1760.692,1756.3,1776.715,1746.302,1771.199,1360458100,12164237566,10.507,0.5968
2000/4/6,1771.199,1775.784,1809.169,1775.676,1809.141,1500703400,14467556940,37.942,2.1422
2000/4/7,1809.141,1816.786,1822.615,1807.543,1819.896,1608126000,15683968192,10.755,0.5945
2000/4/10,1819.896,1826.611,1831.853,1815.991,1826.061,1680915800,16191766614,6.165,0.3388
2000/4/11,1826.061,1826.403,1828.057,1812.008,1821.174,1424577900,14330834526,-4.887,-0.2676
2000/4/12,1821.174,1822.398,1823.832,1785.327,1807.328,1364303300,12673772436,-13.846,-0.7603
2000/4/13,1807.328,1807.837,1832.083,1807.712,1831.548,1654905700,14957163058,24.22,1.3401
2000/4/14,1831.548,1835.861,1840.189,1820.672,1833.665,1790546600,16789066930,2.117,0.1156
2000/4/17,1833.665,1829.615,1829.929,1778.878,1795.058,1984014200,18006789902,-38.607,-2.1055
2000/4/18,1795.058,1794.339,1813.571,1779.294,1813.495,1320474100,12563870583,18.437,1.0271
2000/4/19,1813.495,1819.081,1831.57,1817.211,1828.71,1276615900,13317001781,15.215,0.839
2000/4/20,1828.71,1831.657,1847.51,1831.485,1847.027,1653776000,16462800462,18.317,1.0016
2000/4/21,1847.027,1851.307,1858.265,1834.847,1841.064,1624463400,17091940018,-5.963,-0.3228
2000/4/24,1841.064,1844.695,1848.973,1827.167,1837.398,1616377600,15628040159,-3.666,-0.1991
2000/4/25,1837.398,1838.05,1841.86,1815.632,1833.469,1077140000,11112366661,-3.929,-0.2138
2000/4/26,1833.469,1835.666,1842.887,1826.392,1832.779,1016383800,10596524391,-0.69,-0.0376
2000/4/27,1832.779,1835.601,1840.572,1803.577,1806.83,1233293900,12226651955,-25.949,-1.4158
2000/4/28,1806.83,1805.503,1836.329,1797.713,1836.321,1097131100,11368103089,29.491,1.6322
2000/5/8,1836.321,1848.173,1852.903,1828.097,1836.637,895912400,9370446571,0.316,0.0172
2000/5/9,1836.637,1838.996,1839.288,1799.822,1806.638,913032000,9442887821,-29.999,-1.6334
